product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Robot Vacuum,2024-11-11,Bad experience overall.,5,268,West,Home Goods,17027.99
Laptop Stand,2023-07-23,Nothing special but acceptable.,1,289,South,Accessories,3650.47
Gaming Chair,2022-10-20,Highly recommend this!,1,155,North,Furniture,10650.65
Smartwatch,2024-06-15,It's okay.,4,247,East,Wearables,11595.24
Robot Vacuum,2021-09-11,"Loved it, will buy again.",3,166,West,Home Goods,11433.36
Smartwatch,2022-08-10,"Average product, does the job.",5,39,South,Wearables,2212.83
Coffee Maker,2023-06-06,Excellent product!,4,117,North,Kitchen,2377.99
Robot Vacuum,2024-08-14,Not worth the price.,1,200,West,Home Goods,13251.72
Robot Vacuum,2023-02-05,Nothing special but acceptable.,1,298,North,Home Goods,17364.28
Blender,2022-03-11,"Great quality, very satisfied!",2,95,South,Kitchen,4310.35
Air Purifier,2022-07-04,"Loved it, will buy again.",3,279,North,Home Goods,15013.34
Gaming Chair,2023-04-14,Quality could be better.,4,168,North,Furniture,13144.35
Wireless Mouse,2020-11-15,Very disappointing.,1,101,East,Accessories,1540.36
Robot Vacuum,2023-08-02,Quality could be better.,3,178,South,Home Goods,10998.94
Electric Kettle,2022-05-25,It's okay.,5,56,North,Kitchen,2384.98
Smartwatch,2020-11-24,Not worth the price.,5,79,North,Wearables,3854.15
Wireless Mouse,2022-01-22,Works fine.,5,213,South,Accessories,5318.05
Gaming Chair,2021-10-18,Highly recommend this!,1,259,North,Furniture,21465.06
Gaming Chair,2023-10-11,It's okay.,3,137,East,Furniture,12188.02
4K Action Camera,2022-11-03,"Loved it, will buy again.",3,111,East,Electronics,10387.64
Coffee Maker,2023-07-22,Quality could be better.,3,133,North,Kitchen,4695.14
4K Action Camera,2020-03-11,Very disappointing.,1,65,East,Electronics,7626.4
Gaming Chair,2022-04-06,Decent for the price.,5,168,South,Furniture,9742.42
Coffee Maker,2023-05-03,Highly recommend this!,4,230,North,Kitchen,7529.58
Electric Kettle,2022-05-14,Nothing special but acceptable.,1,137,West,Kitchen,6502.71
Robot Vacuum,2022-07-16,Highly recommend this!,4,142,North,Home Goods,6782.06
Robot Vacuum,2024-03-26,Amazing performance and value.,3,114,West,Home Goods,5709.39
Coffee Maker,2020-04-15,Quality could be better.,4,30,West,Kitchen,835.7
4K Action Camera,2022-02-08,Very disappointing.,5,28,West,Electronics,2612.8
Air Purifier,2022-06-11,Very disappointing.,4,111,East,Home Goods,5249.06
Blender,2020-07-14,Nothing special but acceptable.,2,184,West,Kitchen,7759.55
4K Action Camera,2020-05-24,"Great quality, very satisfied!",3,200,West,Electronics,17636.83
Wireless Mouse,2024-10-21,"Average product, does the job.",2,55,South,Accessories,599.49
Robot Vacuum,2023-10-05,Very disappointing.,4,92,North,Home Goods,2843.89
Wireless Mouse,2023-12-18,Quality could be better.,3,172,North,Accessories,3481.56
4K Action Camera,2021-04-15,"Average product, does the job.",3,86,East,Electronics,7939.34
Gaming Chair,2024-09-05,"Loved it, will buy again.",2,165,East,Furniture,12949.58
Electric Kettle,2020-08-03,Highly recommend this!,1,245,East,Kitchen,7626.09
Electric Kettle,2023-01-21,Not worth the price.,3,52,South,Kitchen,2352.64
Electric Kettle,2020-09-16,Nothing special but acceptable.,2,136,South,Kitchen,5447.34
Air Purifier,2022-07-22,Amazing performance and value.,5,225,West,Home Goods,14173.1
Wireless Mouse,2021-07-28,Works fine.,1,173,West,Accessories,2176.1
Smartwatch,2024-04-13,Very disappointing.,2,79,South,Wearables,3128.75
Smartwatch,2024-12-15,Decent for the price.,5,295,South,Wearables,16952.59
Air Purifier,2020-10-11,Bad experience overall.,4,228,West,Home Goods,15196.23
Smartwatch,2021-04-28,"Average product, does the job.",1,178,East,Wearables,5951.72
4K Action Camera,2021-01-06,Bad experience overall.,1,253,West,Electronics,16239.08
Air Purifier,2020-03-10,Decent for the price.,5,111,South,Home Goods,7301.33
Blender,2021-01-13,Works fine.,2,175,North,Kitchen,5234.05
4K Action Camera,2023-07-26,Not worth the price.,2,275,East,Electronics,32725.92
Wireless Mouse,2024-11-01,"Great quality, very satisfied!",2,99,West,Accessories,1832.71
Wireless Mouse,2020-10-28,It's okay.,5,111,East,Accessories,1298.09
Wireless Mouse,2020-09-11,Bad experience overall.,4,75,East,Accessories,1359.11
Smartwatch,2024-09-03,Works fine.,2,291,West,Wearables,9813.97
Electric Kettle,2022-08-01,Bad experience overall.,2,80,West,Kitchen,1816.63
Blender,2021-11-22,Amazing performance and value.,3,261,West,Kitchen,11270.84
Robot Vacuum,2023-07-11,Nothing special but acceptable.,5,12,South,Home Goods,575.99
Laptop Stand,2024-09-14,"Average product, does the job.",5,10,South,Accessories,293.64
Wireless Mouse,2022-04-13,Not worth the price.,1,16,West,Accessories,443.36
Gaming Chair,2021-12-17,Nothing special but acceptable.,4,192,North,Furniture,14639.43
Robot Vacuum,2021-02-27,It's okay.,1,113,East,Home Goods,4009.86
Air Purifier,2024-11-19,Not worth the price.,4,131,West,Home Goods,8122.92
Smartwatch,2020-07-31,"Great quality, very satisfied!",3,216,West,Wearables,5733.93
Air Purifier,2024-08-21,Nothing special but acceptable.,4,85,North,Home Goods,2959.49
Wireless Mouse,2020-04-09,Amazing performance and value.,5,32,West,Accessories,948.07
Electric Kettle,2023-02-09,"Average product, does the job.",3,51,South,Kitchen,2521.1
Wireless Mouse,2020-11-03,Very disappointing.,5,137,North,Accessories,3356.87
Robot Vacuum,2021-11-08,Nothing special but acceptable.,4,63,West,Home Goods,3607.5
Gaming Chair,2021-04-19,Quality could be better.,4,91,South,Furniture,5840.17
Wireless Mouse,2024-04-20,"Loved it, will buy again.",2,229,West,Accessories,3622.59
Blender,2020-04-21,"Loved it, will buy again.",3,137,North,Kitchen,6779.91
Coffee Maker,2023-01-15,Amazing performance and value.,4,256,South,Kitchen,6656.03
Air Purifier,2020-07-01,Nothing special but acceptable.,1,268,East,Home Goods,12047.6
Wireless Mouse,2021-08-19,Decent for the price.,5,43,North,Accessories,614.43
Robot Vacuum,2024-12-09,Excellent product!,1,259,East,Home Goods,15803.3
4K Action Camera,2020-06-13,Works fine.,3,24,West,Electronics,1634.48
Smartwatch,2022-03-25,"Great quality, very satisfied!",3,117,South,Wearables,4395.42
Air Purifier,2020-03-30,Stopped working too soon.,4,210,East,Home Goods,9172.28
Wireless Mouse,2021-03-30,"Average product, does the job.",2,67,North,Accessories,1466.43
Robot Vacuum,2020-08-25,Stopped working too soon.,3,295,West,Home Goods,19510.2
4K Action Camera,2021-06-17,"Great quality, very satisfied!",3,168,South,Electronics,12852.09
Wireless Mouse,2024-08-29,"Great quality, very satisfied!",5,139,North,Accessories,4052.9
Laptop Stand,2021-12-27,It's okay.,2,110,North,Accessories,2461.1
Electric Kettle,2020-02-27,Not worth the price.,4,56,South,Kitchen,2122.03
Smartwatch,2021-06-25,Very disappointing.,1,34,East,Wearables,1900.11
4K Action Camera,2022-10-18,Not worth the price.,2,68,West,Electronics,5390.91
Robot Vacuum,2021-09-09,Works fine.,1,88,North,Home Goods,4142.52
Smartwatch,2021-02-05,Quality could be better.,5,95,East,Wearables,5458.28
4K Action Camera,2022-10-02,Stopped working too soon.,3,69,South,Electronics,4257.56
Robot Vacuum,2022-04-21,Very disappointing.,3,104,West,Home Goods,3706.92
Electric Kettle,2024-08-29,It's okay.,2,94,West,Kitchen,3135.23
Air Purifier,2024-08-16,"Great quality, very satisfied!",1,105,West,Home Goods,4499.95
Electric Kettle,2022-04-18,Decent for the price.,4,179,North,Kitchen,8598.0
Wireless Mouse,2021-06-02,Works fine.,2,65,West,Accessories,1918.08
Coffee Maker,2020-07-15,Works fine.,2,142,North,Kitchen,3957.95
Gaming Chair,2020-02-15,Works fine.,2,96,North,Furniture,4662.65
Robot Vacuum,2021-06-13,Nothing special but acceptable.,5,45,West,Home Goods,1581.16
Gaming Chair,2023-11-21,Very disappointing.,1,162,North,Furniture,14037.62
Wireless Mouse,2024-08-15,Works fine.,2,105,West,Accessories,2088.15
Wireless Mouse,2022-09-26,Quality could be better.,5,127,North,Accessories,2590.99
4K Action Camera,2022-02-14,Not worth the price.,2,183,South,Electronics,20830.5
Wireless Mouse,2020-03-14,Decent for the price.,3,150,West,Accessories,4027.62
Wireless Mouse,2023-12-10,Highly recommend this!,2,183,East,Accessories,4081.38
4K Action Camera,2024-08-07,Nothing special but acceptable.,5,174,East,Electronics,14206.78
Smartwatch,2024-06-25,Decent for the price.,3,124,East,Wearables,7129.28
Robot Vacuum,2020-11-30,Works fine.,4,260,West,Home Goods,9684.89
Blender,2021-09-24,Works fine.,1,202,South,Kitchen,5614.1
Gaming Chair,2021-11-18,"Average product, does the job.",4,215,South,Furniture,16048.08
Blender,2021-07-28,Decent for the price.,4,10,East,Kitchen,385.83
Blender,2020-10-22,Bad experience overall.,5,229,South,Kitchen,5988.57
4K Action Camera,2023-01-12,Bad experience overall.,1,10,East,Electronics,1060.72
Smartwatch,2022-11-04,Stopped working too soon.,3,27,East,Wearables,869.13
Coffee Maker,2023-03-03,Amazing performance and value.,1,145,West,Kitchen,3332.83
Blender,2021-04-22,Highly recommend this!,1,69,South,Kitchen,1420.1
Blender,2021-09-24,It's okay.,5,123,East,Kitchen,3256.09
Laptop Stand,2020-11-14,It's okay.,2,34,East,Accessories,843.19
4K Action Camera,2023-11-16,Works fine.,2,263,South,Electronics,28551.63
Laptop Stand,2021-04-23,It's okay.,2,198,West,Accessories,3679.95
4K Action Camera,2024-07-21,"Average product, does the job.",2,219,South,Electronics,14326.71
4K Action Camera,2021-01-02,Nothing special but acceptable.,1,273,North,Electronics,22198.57
Electric Kettle,2021-01-01,Quality could be better.,5,62,West,Kitchen,1600.39
Coffee Maker,2023-08-04,"Loved it, will buy again.",4,227,North,Kitchen,7527.61
Air Purifier,2021-01-12,Excellent product!,2,113,North,Home Goods,6324.23
Robot Vacuum,2024-09-11,Bad experience overall.,5,184,East,Home Goods,7965.4
Gaming Chair,2021-04-07,Decent for the price.,1,17,West,Furniture,959.81
Blender,2024-06-05,Highly recommend this!,4,170,East,Kitchen,8431.69
Wireless Mouse,2020-01-13,Very disappointing.,3,239,South,Accessories,5227.55
Wireless Mouse,2021-06-19,Not worth the price.,4,46,North,Accessories,520.03
Gaming Chair,2023-04-06,Works fine.,1,26,West,Furniture,1587.39
Blender,2020-09-26,Bad experience overall.,2,130,East,Kitchen,2797.04
Blender,2022-12-29,Stopped working too soon.,2,11,North,Kitchen,242.49
4K Action Camera,2023-09-03,"Average product, does the job.",3,27,West,Electronics,1655.8
Air Purifier,2021-01-10,Amazing performance and value.,3,299,East,Home Goods,10153.62
Blender,2023-01-17,"Great quality, very satisfied!",5,21,South,Kitchen,928.6
Electric Kettle,2024-09-20,Very disappointing.,4,101,East,Kitchen,4306.95
Air Purifier,2020-09-13,Decent for the price.,4,69,South,Home Goods,4417.65
Coffee Maker,2020-08-04,Not worth the price.,2,133,North,Kitchen,3563.67
Gaming Chair,2021-03-25,Amazing performance and value.,4,269,South,Furniture,14266.42
Coffee Maker,2022-06-12,Works fine.,4,250,West,Kitchen,11283.95
Coffee Maker,2024-04-16,It's okay.,1,81,West,Kitchen,4047.42
Gaming Chair,2023-03-10,Excellent product!,5,123,South,Furniture,9854.45
Air Purifier,2023-03-30,Decent for the price.,5,273,West,Home Goods,18006.12
Wireless Mouse,2020-02-01,Excellent product!,4,97,North,Accessories,2081.56
Electric Kettle,2023-03-21,Bad experience overall.,3,287,North,Kitchen,13091.16
Electric Kettle,2023-07-07,Nothing special but acceptable.,3,194,North,Kitchen,7128.52
Robot Vacuum,2024-10-17,Excellent product!,4,206,East,Home Goods,9161.01
Blender,2023-07-26,It's okay.,2,81,East,Kitchen,2772.22
Laptop Stand,2023-08-01,Highly recommend this!,4,164,East,Accessories,2250.28
Gaming Chair,2021-09-01,Highly recommend this!,2,18,North,Furniture,1610.64
Wireless Mouse,2022-07-05,Very disappointing.,1,206,North,Accessories,4491.38
Laptop Stand,2021-06-25,Works fine.,1,75,South,Accessories,2184.56
Coffee Maker,2024-06-13,Excellent product!,4,19,North,Kitchen,539.69
Wireless Mouse,2020-05-27,Decent for the price.,4,114,South,Accessories,2537.79
Air Purifier,2021-10-17,Nothing special but acceptable.,4,251,East,Home Goods,7760.88
Gaming Chair,2020-03-07,Bad experience overall.,5,149,East,Furniture,10150.08
Smartwatch,2021-07-23,"Great quality, very satisfied!",4,204,North,Wearables,5948.82
Smartwatch,2024-12-21,Stopped working too soon.,1,26,South,Wearables,783.83
Blender,2023-07-26,Highly recommend this!,1,98,South,Kitchen,3029.69
Wireless Mouse,2022-01-17,Quality could be better.,2,100,East,Accessories,1084.0
Wireless Mouse,2021-03-18,Works fine.,4,295,South,Accessories,5732.84
Smartwatch,2022-06-15,Very disappointing.,1,245,South,Wearables,7331.45
Electric Kettle,2021-02-02,"Average product, does the job.",3,178,East,Kitchen,6644.27
Robot Vacuum,2023-02-25,"Average product, does the job.",3,267,East,Home Goods,11879.01
Laptop Stand,2023-09-22,"Loved it, will buy again.",4,261,South,Accessories,5613.08
Coffee Maker,2021-04-26,Nothing special but acceptable.,3,290,East,Kitchen,8836.32
Smartwatch,2024-10-10,Works fine.,2,221,East,Wearables,11541.62
Blender,2022-08-05,Amazing performance and value.,5,18,North,Kitchen,562.48
Coffee Maker,2020-07-04,Bad experience overall.,2,31,West,Kitchen,1255.47
Blender,2020-06-17,It's okay.,3,34,West,Kitchen,1027.0
Blender,2024-09-03,"Great quality, very satisfied!",4,14,West,Kitchen,670.81
Wireless Mouse,2023-07-07,Excellent product!,2,277,East,Accessories,8285.97
4K Action Camera,2024-10-06,"Great quality, very satisfied!",1,69,East,Electronics,7460.8
Coffee Maker,2024-07-28,Excellent product!,1,23,North,Kitchen,562.38
Air Purifier,2024-04-30,Excellent product!,1,51,West,Home Goods,2456.59
Laptop Stand,2021-05-21,Bad experience overall.,3,102,East,Accessories,2206.29
Coffee Maker,2021-06-04,Amazing performance and value.,2,150,South,Kitchen,5242.11
Smartwatch,2024-02-03,Decent for the price.,2,127,South,Wearables,4006.29
Laptop Stand,2020-06-09,"Great quality, very satisfied!",2,25,North,Accessories,454.7
Air Purifier,2023-08-05,Not worth the price.,3,102,East,Home Goods,5320.68
4K Action Camera,2020-12-05,Excellent product!,5,74,North,Electronics,5645.48
Gaming Chair,2024-03-05,Quality could be better.,1,115,East,Furniture,7681.31
Coffee Maker,2023-02-03,"Loved it, will buy again.",4,129,North,Kitchen,4289.49
4K Action Camera,2024-12-30,Highly recommend this!,1,93,East,Electronics,9805.25
4K Action Camera,2024-02-07,Amazing performance and value.,1,272,South,Electronics,14097.64
Smartwatch,2024-06-11,"Average product, does the job.",1,207,East,Wearables,9554.72
Smartwatch,2024-01-26,Not worth the price.,4,146,West,Wearables,8066.74
Air Purifier,2024-02-15,Works fine.,3,88,North,Home Goods,2854.86
Coffee Maker,2021-12-04,Highly recommend this!,4,82,West,Kitchen,1749.36
Coffee Maker,2023-03-22,Works fine.,4,22,West,Kitchen,567.5
Laptop Stand,2022-04-02,Stopped working too soon.,4,109,East,Accessories,1194.8
Gaming Chair,2024-07-30,Excellent product!,3,222,East,Furniture,12212.22
Wireless Mouse,2022-02-23,Quality could be better.,2,226,South,Accessories,5844.8
Electric Kettle,2023-03-18,"Great quality, very satisfied!",5,62,North,Kitchen,1867.55
Robot Vacuum,2023-04-26,Amazing performance and value.,4,195,South,Home Goods,11066.4
Robot Vacuum,2024-08-03,It's okay.,1,271,West,Home Goods,10703.94
Air Purifier,2020-05-10,Very disappointing.,3,253,East,Home Goods,17605.25
Electric Kettle,2024-01-15,Not worth the price.,5,225,East,Kitchen,6482.39
Coffee Maker,2021-05-30,Not worth the price.,4,76,South,Kitchen,1907.7
Electric Kettle,2024-02-23,"Average product, does the job.",5,59,East,Kitchen,1234.38
Air Purifier,2024-02-08,Not worth the price.,2,176,North,Home Goods,5670.8
Coffee Maker,2023-07-10,Decent for the price.,1,236,South,Kitchen,11424.72
Robot Vacuum,2024-04-10,Amazing performance and value.,4,70,South,Home Goods,4645.35
Blender,2024-01-22,Bad experience overall.,3,14,West,Kitchen,514.07
Laptop Stand,2021-06-19,Highly recommend this!,2,184,West,Accessories,2807.85
Laptop Stand,2024-12-06,Excellent product!,4,15,South,Accessories,411.86
Electric Kettle,2022-01-10,Excellent product!,1,278,West,Kitchen,6084.96
Blender,2022-02-19,Quality could be better.,5,264,West,Kitchen,8457.57
4K Action Camera,2024-07-18,Highly recommend this!,2,160,West,Electronics,17245.9
Gaming Chair,2024-09-03,Nothing special but acceptable.,1,18,North,Furniture,1652.71
Smartwatch,2024-11-04,Stopped working too soon.,4,160,South,Wearables,6816.59
Laptop Stand,2023-08-11,Amazing performance and value.,2,222,West,Accessories,2398.49
Laptop Stand,2023-12-29,Bad experience overall.,1,98,East,Accessories,2374.79
Coffee Maker,2023-07-22,Very disappointing.,5,43,North,Kitchen,1276.97
Smartwatch,2021-08-10,Bad experience overall.,1,210,West,Wearables,6257.14
4K Action Camera,2023-08-24,"Great quality, very satisfied!",2,36,East,Electronics,3646.21
Laptop Stand,2021-12-26,"Loved it, will buy again.",2,252,West,Accessories,3261.59
Smartwatch,2022-07-31,Works fine.,3,207,West,Wearables,9688.23
Robot Vacuum,2022-09-23,Works fine.,2,142,South,Home Goods,5151.62
Wireless Mouse,2021-01-10,It's okay.,1,111,East,Accessories,2108.99
Wireless Mouse,2023-03-27,Stopped working too soon.,1,255,West,Accessories,5976.55
Electric Kettle,2020-07-22,Decent for the price.,3,293,North,Kitchen,6140.65
Blender,2022-09-15,Nothing special but acceptable.,4,64,South,Kitchen,2863.05
Coffee Maker,2021-10-22,Quality could be better.,1,97,North,Kitchen,2692.82
Gaming Chair,2020-03-15,Decent for the price.,3,215,North,Furniture,19408.27
4K Action Camera,2023-11-04,Excellent product!,4,242,North,Electronics,28768.65
Coffee Maker,2022-01-10,Highly recommend this!,5,142,East,Kitchen,3823.06
Laptop Stand,2020-10-30,Not worth the price.,4,75,West,Accessories,1652.7
Smartwatch,2022-12-21,It's okay.,2,218,South,Wearables,6104.95
Smartwatch,2021-07-23,Works fine.,2,286,West,Wearables,8312.84
4K Action Camera,2022-02-24,"Great quality, very satisfied!",2,233,West,Electronics,18703.15
Coffee Maker,2023-02-05,Amazing performance and value.,3,171,West,Kitchen,8324.16
Smartwatch,2023-04-25,Not worth the price.,4,230,South,Wearables,13130.13
